"code","title","umbrella_code","founder","main_category","category","has_interest","is_hedge","currency_type"
GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Inveo Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Pardus Portföy,Değişken,Değişken,true,false,Tümü
HYP,AZİMUT PORTFÖY İVME SERBEST FON,Serbest Şemsiye Fonu,Azimut Portföy,Değişken,Değişken,true,true,Tümü
USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,Serbest Şemsiye Fonu,Ünlü Portföy,Değişken,Değişken,true,true,Tümü
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Yapı Kredi Portföy,Döviz,Döviz,true,true,Döviz
GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
IPG,İŞ PORTFÖY ATAK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,İş Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,Katılım Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Teknoloji,false,false,Tümü
TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
TBE,TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,TEB Portföy,Değişken,Sağlık,true,false,Tümü
GKF,GLOBAL MD PORTFÖY KATILIM FONU,Katılım Şemsiye Fonu,Global Portföy,Değişken,Değişken,true,false,Tümü
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,İş Portföy,Emtia,Emtia,true,false,Döviz
HJB,HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Hedef Portföy,Değişken,Değişken,true,false,Tümü
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Ak Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
KTS,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Kuveyttürk Portföy,Hisse Senedi,Hisse Senedi,false,true,Tümü
ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ziraat Portföy,Değişken,Teknoloji,true,false,Tümü
GAK,INVEO PORTFÖY KARMA FON,Karma Şemsiye Fonu,Inveo Portföy,Karma,Karma,true,false,Tümü
BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Kare Portföy,Döviz,Döviz,true,true,Döviz
ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,Serbest Şemsiye Fonu,Oyak Portföy,Değişken,Değişken,true,true,Tümü
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Yapı Kredi Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
IPJ,İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON,Karma Şemsiye Fonu,İş Portföy,Karma,Elektrikli Araç,true,false,Tümü
HSA,HSBC PORTFÖY DEĞİŞKEN (TL) FON,Değişken Şemsiye Fonu,HSBC Portföy,Değişken,Değişken,true,false,Türk Lira
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Yapı Kredi Portföy,Borçlanma Araçları,Kira Sertifikaları,false,true,Döviz
GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Garanti Portföy,Değişken,Sağlık,true,false,Tümü
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,Değişken Şemsiye Fonu,Yapı Kredi Portföy,Değişken,Tarım ve Gıda,true,false,Tümü
KHC,PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Pardus Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Trive Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Phillip Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
FBC,FONERİA PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU,Katılım Şemsiye Fonu,Foneria Portföy,Hisse Senedi,Kar Payı Ödeyen,true,false,Tümü
DTZ,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ak Portföy,Hisse Senedi,Robotik Teknolojiler,true,false,Tümü
FCK,FONERİA PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,Foneria Portföy,Değişken,Değişken,false,false,Tümü
BHI,BV PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,BV Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,Değişken Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Elektrikli Araç,true,false,Tümü
OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Oyak Portföy,Değişken,Değişken,true,false,Tümü
YJK,YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Yapı Kredi Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
GMA,AZİMUT PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,Değişken Şemsiye Fonu,Azimut Portföy,Değişken,Değişken,true,false,Tümü
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Rota Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
BVV,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,BV Portföy,Değişken,Teknoloji,true,false,Tümü
YPC,YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Yapı Kredi Portföy,Değişken,Sürdürülebilirlik,true,false,Tümü
KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Trive Portföy,Değişken,Değişken,true,false,Tümü
AED,ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ata Portföy,Değişken,Değişken,true,false,Tümü
KSR,KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,Katılım Şemsiye Fonu,Kuveyttürk Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Tümü
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Aktif Portföy,Fon Sepeti,Sürdürülebilirlik,true,false,Tümü
ESG,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON,Serbest Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Sürdürülebilirlik,true,true,Tümü
TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,İş Portföy,Değişken,Değişken,true,false,Tümü
ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ziraat Portföy,Değişken,Değişken,true,false,Tümü
TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,TEB Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Rota Portföy,Değişken,İklim Değişikliği,true,false,Tümü
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Yapı Kredi Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
AAS,ATA PORTFÖY FON SEPETİ SERBEST FONU,Serbest Şemsiye Fonu,Ata Portföy,Fon Sepeti,Fon Sepeti,true,true,Tümü
IRO,İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,Serbest Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Teknoloji,true,true,Tümü
GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,BIST100 Dışı,true,false,Türk Lira
CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Rota Portföy,Değişken,Teknoloji,true,false,Tümü
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ziraat Portföy,Hisse Senedi,BIST100 Dışı,true,false,Tümü
GBC,AZİMUT PYŞ YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Azimut Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
DHM,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Deniz Portföy,Fon Sepeti,Sürdürülebilirlik,true,false,Tümü
AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
GZN,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON,Serbest Şemsiye Fonu,Global Portföy,Değişken,Değişken,true,true,Tümü
HMC,HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,Serbest Şemsiye Fonu,Hedef Portföy,Değişken,Değişken,true,true,Türk Lira
LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Albaraka Portföy,Hisse Senedi,Hisse Senedi,false,false,Tümü
ICH,PARDUS PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Pardus Portföy,Değişken,Değişken,true,false,Tümü
ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,Serbest Şemsiye Fonu,Logos Portföy,Değişken,Değişken,true,true,Tümü
TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ak Portföy,Hisse Senedi,Tarım ve Gıda,true,false,Tümü
IJT,İŞ PORTFÖY TARIM SERBEST FON,Serbest Şemsiye Fonu,İş Portföy,Hisse Senedi,Tarım ve Gıda,true,true,Tümü
RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Re-pie Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Kuveyttürk Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
KHA,PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Pardus Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,BIST100 Dışı,true,false,Tümü
ELZ,QİNVEST PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,QInvest Portföy,Hisse Senedi,Hisse Senedi,false,false,Tümü
ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ziraat Portföy,Hisse Senedi,BIST30 Dışı,true,false,Tümü
RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Re-pie Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
YCK,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON,Serbest Şemsiye Fonu,Yapı Kredi Portföy,Değişken,Değişken,true,true,Tümü
ZSG,ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Ziraat Portföy,Fon Sepeti,Sürdürülebilirlik,true,false,Tümü
SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ünlü Portföy,Değişken,Değişken,true,false,Tümü
RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Rota Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,TEB Portföy,Fon Sepeti,Sürdürülebilirlik,true,false,Tümü
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,BIST100 Dışı,true,false,Türk Lira
CIN,AKTİF PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,Aktif Portföy,Değişken,Değişken,true,true,Tümü
GSP,AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,Serbest Şemsiye Fonu,Tacirler Portföy,Değişken,Değişken,true,true,Tümü
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
GLG,AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Garanti Portföy,Değişken,Tarım ve Gıda,true,false,Tümü
AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Sağlık - İlaç,true,false,Tümü
ACC,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
DYN,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Deniz Portföy,Değişken,Elektrikli Araç,true,false,Tümü
GO9,FONERİA PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Foneria Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
ZBD,ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ziraat Portföy,Değişken,Değişken,true,false,Tümü
MAC,MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Marmara Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,Atlas Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,QNB Portföy,Hisse Senedi,BIST100 Dışı,true,false,Türk Lira
YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Yapı Kredi Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
IHK,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Kadın,true,false,Türk Lira
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Türk Lira
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ak Portföy,Değişken,Elektrikli Araç,true,false,Tümü
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,İnşaat,true,true,Türk Lira
GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,Değişken Şemsiye Fonu,Garanti Portföy,Değişken,Elektrikli Araç,true,false,Tümü
IBB,İŞ PORTFÖY ATAK DEĞİŞKEN FON,Değişken Şemsiye Fonu,İş Portföy,Değişken,Değişken,true,false,Tümü
TGX,TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,TEB Portföy,Değişken,Değişken,true,false,Tümü
TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Tacirler Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,false,false,Tümü
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ata Portföy,Değişken,Tarım ve Gıda,true,false,Tümü
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ziraat Portföy,Hisse Senedi,Hisse Senedi,false,false,Tümü
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
HVS,HSBC PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,HSBC Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
FID,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Fiba Portföy,Değişken,Değişken,true,false,Tümü
EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Global Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Oyak Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Kuveyttürk Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
HMS,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,HSBC Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Türk Lira
DFC,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken Şemsiye Fonu,Deniz Portföy,Değişken,Tarım ve Gıda,true,false,Tümü
OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Osmanlı Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
NZH,NEO PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,NEO Portföy,Değişken,Değişken,true,false,Tümü
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Inveo Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
